,original_title,genre,release_year,runtime,overview,mood
2860,Young Frankenstein,Comedy,1974,2.0,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",Happy
2861,Diary of the Dead,Horror,2007,1.5,A group of young film students run into reallife zombies while filming a horror movie of their own.,Happy
2862,The Black Stallion,Adventure,1979,2.0,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.",Happy
2863,Donovan's Reef,Adventure,1963,2.0,"Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's highsociety daughter Amelia shows up in their South Seas paradise.",Happy
2864,A Guy Named Joe,Drama,1944,2.0,"Pete Sandidge (Tracy), a daredevil bomber pilot, dies when he crashes his plane into a German aircraft carrier, leaving his devoted girlfriend, Dorinda (Irene Dunne), who is also a pilot, heartbroken. In heaven, Pete receives a new assignment he is to become the guardian angel for Ted Randall (Van Johnson), a young Army flyer. Invisibly, Pete guides Ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when Ted falls for Dorinda. Ultimately, however, Pete not only comes to terms with their relationship but also acts as Dorinda's copilot when she undertakes a dangerous bombing raid, so that Ted won't have to. Remade by Steven Speilberg in 1989 as ALWAYS",Happy
2865,Blazing Saddles,Western,1974,1.5,"A town  where everyone seems to be named Johnson  is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",Happy
2866,Friday the 13th The Final Chapter,Horror,1984,1.5,"After the Crystal Lake Massacres, Jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. But this time, in addition to terrified teenagers, he meets a young boy named Tommy who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle! Has Jason finally met his match?",Happy
2867,Riding Giants,Documentary,2004,2.0,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,Happy
2868,Singin' in the Rain,Comedy,1952,1.5,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous onscreen romantic pair in silent movies, but Lina mistakes the onscreen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",Happy
2869,A Haunted House,Comedy,2013,1.5,A spoof of all the foundfootagedocumentary style films released in recent years.,Happy
2870,2016 Obama's America,Documentary,2012,1.5,"2016 Obama's America takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one man's past will redefine America over the next four years. The film examines the question, If Obama wins a second term, where will we be in 2016?  Across the globe and in America, people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war. True to Americas ideals, they invested their hope in a new kind of president, Barack Obama. What they didn't know is that Obama is a man with a past, and in powerful ways that past defines himwho he is, how he thinks, and where he intends to take America and the world. Immersed in exotic locales across four continents, best selling author Dinesh DSouza races against time to find answers to Obama's past and reveal where America will be in 2016.",Happy
2871,Halloween III Season of the Witch,Horror,1982,1.5,"Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's noveltysalesman father, Harry, is killed while in possession of a strange mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks and his unspeakable scheme would unleash death and destruction across the country.",Happy
2872,Escape from the Planet of the Apes,Action,1971,1.5,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society but one man believes them to be a threat to the human race.",Happy
2873,Hud,Action,1963,2.0,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, I always say the law was meant to be interpreted in a lenient manner.",Happy
2874,Garden State,Comedy,2004,1.5,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam  a girl also suffering from various maladies  opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",Happy
2875,Before Sunrise,Drama,1995,2.0,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",Happy
2876,Robot & Frank,Science Fiction,2012,1.5,"A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their fathers wellbeing and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support  like nutritious meals and a clean house  and eventually begins to treat his robot like a true companion. With his robots assistance, Franks passion for his old, unlawful profession is reignited, for better or worse.",Happy
2877,The Spectacular Now,Comedy,2013,1.5,A hardpartying high school senior's philosophy on life changes when he meets the notsotypical nice girl.,Happy
2878,Eye of the Dolphin,Drama,2007,1.5,"Alyssa is a troubled 14year old, suspended from school a year after her mother has drowned. Her grandmother Lucy, at wit's end, decides to take Alyssa to her father, James, whom Alyssa thought was dead for years. He studies dolphin communication at Smith's Point, on the Grand Bahama Island. James has not known of Alyssa's existence and is clueless about parenthood. The women arrive at the same time that James may lose his research operation to a tourist attraction. Father, daughter, dolphins, and town are on a collision course. Alyssa and James get encouragement from James's girlfriend and her father. It's the dolphins who can teach, and Alyssa who discovers how to listen.",Happy
